Project ID Number,Lead_AQMD,n_aqmd_partners,n_county_partners,Agency_Name,Total_Funding,Total_GHG_Reductions,DAC_Funding,cost_per_ton,share_DAC,log_funding,cross_aqmd_collab,high_county_collab,SoCal_AQMD
SWE10073,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,47283,193,0.0,244.9896373056995,0.0,10.763927250870267,0,0,0
SWE10074,Colusa,1,1,California Department of Food and Agriculture,50000,379,0.0,131.92612137203167,0.0,10.819798284210286,0,0,0
SWE10079,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,330,0.0,151.5151515151515,0.0,10.819798284210286,0,0,0
SWE10081,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,42321,153,42321.0,276.6078431372549,1.0,10.653062324394718,0,0,0
SWE10082,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,46347,213,46347.0,217.59154929577466,1.0,10.743933420116953,0,0,0
SWE10084,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,10441,6,0.0,1740.1666666666667,0.0,9.253591413970497,0,0,0
SWE10085,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,17,50000.0,2941.176470588235,1.0,10.819798284210286,0,0,0
SWE10087,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,832,50000.0,60.09615384615385,1.0,10.819798284210286,0,0,0
SWE10090,Bay Area,1,1,California Department of Food and Agriculture,14500,38,0.0,381.57894736842104,0.0,9.581972891547895,0,0,0
SWE10091,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,47477,439,47477.0,108.14806378132118,1.0,10.768021724837249,0,0,0
SWE10092,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,13885,225,13885.0,61.71111111111111,1.0,9.538636417313219,0,0,0
SWE10093,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,17430,197,17430.0,88.4771573604061,1.0,9.766005509214866,0,0,0
SWE20001,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,4233,0.0,35.43586109142452,0.0,11.918397239722838,0,0,0
SWE20002,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,54983,70,0.0,785.4714285714285,0.0,10.91479751280144,0,0,0
SWE20003,Monterey Bay Unified,1,1,California Department of Food and Agriculture,150000,2353,0.0,63.748406289842755,0.0,11.918397239722838,0,0,0
SWE20004,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,47503,10351,47503.0,4.589218433001642,1.0,10.768569197003542,0,0,0
SWE20005,San Luis Obispo,1,1,California Department of Food and Agriculture,150000,551,0.0,272.2323049001815,0.0,11.918397239722838,0,0,0
SWE20006,Colusa,1,1,California Department of Food and Agriculture,89600,12645,0.0,7.08580466587584,0.0,11.403121759615027,0,0,0
SWE20007,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,80649,318,80649.0,253.61320754716982,1.0,11.297874083553355,0,0,0
SWE20008,Tehama,1,1,California Department of Food and Agriculture,123261,530,123261.0,232.5679245283019,1.0,11.722067450248623,0,0,0
SWE20009,Yolo-Solano,1,1,California Department of Food and Agriculture,139482,556,0.0,250.86690647482015,0.0,11.845698009018278,0,0,0
SWE20010,Butte,1,1,California Department of Food and Agriculture,40147,47,0.0,854.1914893617021,0.0,10.60032790493369,0,0,0
SWE20011,Bay Area,1,1,California Department of Food and Agriculture,62126,24,0.0,2588.5833333333335,0.0,11.036935956039695,0,0,0
SWE20012,Butte,1,1,California Department of Food and Agriculture,150000,51,0.0,2941.176470588235,0.0,11.918397239722838,0,0,0
SWE20013,Monterey Bay Unified,1,1,California Department of Food and Agriculture,150000,220980,0.0,0.678794461037198,0.0,11.918397239722838,0,0,0
SWE20014,Santa Barbara,1,1,California Department of Food and Agriculture,144041,726,0.0,198.40358126721762,0.0,11.87786020269835,0,0,0
SWE20015,Monterey Bay Unified,1,1,California Department of Food and Agriculture,40166,28,0.0,1434.5,0.0,10.60080104196549,0,0,0
SWE20016,Sacramento Metro,1,1,California Department of Food and Agriculture,53400,1485,53400.0,35.95959595959596,1.0,10.885584751364705,0,0,0
SWE20017,Yolo-Solano,1,1,California Department of Food and Agriculture,79108,104,0.0,760.6538461538462,0.0,11.278581927308574,0,0,0
SWE20018,Glenn,1,1,California Department of Food and Agriculture,150000,202,0.0,742.5742574257425,0.0,11.918397239722838,0,0,0
SWE20019,Monterey Bay Unified,1,1,California Department of Food and Agriculture,144026,464,0.0,310.4008620689655,0.0,11.87775606098221,0,0,0
SWE20020,San Diego,1,1,California Department of Food and Agriculture,125235,127,0.0,986.1023622047244,0.0,11.737955236252553,0,0,1
SWE20021,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,439,150000.0,341.6856492027335,1.0,11.918397239722838,0,0,0
SWE20022,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,115217,102,115217.0,1129.578431372549,1.0,11.654581265038168,0,0,0
SWE20023,San Luis Obispo,1,1,California Department of Food and Agriculture,118638,390,0.0,304.2,0.0,11.683840547915873,0,0,0
SWE20024,Tehama,1,1,California Department of Food and Agriculture,31420,248,31420.0,126.69354838709677,1.0,10.35523173816502,0,0,0
SWE20025,San Luis Obispo,1,1,California Department of Food and Agriculture,35121,69,0.0,509.0,0.0,10.4665829937358,0,0,0
SWE20026,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,144373,298,0.0,484.4731543624161,0.0,11.88016243382728,0,0,0
SWE20027,Butte,1,1,California Department of Food and Agriculture,78083,282,0.0,276.8900709219858,0.0,11.265540449282984,0,0,0
SWE20028,Butte,1,1,California Department of Food and Agriculture,30860,45,0.0,685.7777777777778,0.0,10.33724852979914,0,0,0
SWE20029,Butte,1,1,California Department of Food and Agriculture,46818,205,0.0,228.38048780487804,0.0,10.75404438242296,0,0,0
SWE20030,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,170,150000.0,882.3529411764706,1.0,11.918397239722838,0,0,0
SWE20031,San Luis Obispo,1,1,California Department of Food and Agriculture,77199,144,0.0,536.1041666666666,0.0,11.254154736012868,0,0,0
SWE20032,Butte,1,1,California Department of Food and Agriculture,7308,5,0.0,1461.6,0.0,8.896861744480391,0,0,0
SWE20033,Tehama,1,1,California Department of Food and Agriculture,46350,695,46350.0,66.69064748201438,1.0,10.743998145734295,0,0,0
SWE20034,Glenn,1,1,California Department of Food and Agriculture,52806,16,0.0,3300.375,0.0,10.87439903666454,0,0,0
SWE20035,San Luis Obispo,1,1,California Department of Food and Agriculture,150000,17,0.0,8823.529411764706,0.0,11.918397239722838,0,0,0
SWE20036,Butte,1,1,California Department of Food and Agriculture,18504,47,0.0,393.70212765957444,0.0,9.825796244820257,0,0,0
SWE20037,Butte,1,1,California Department of Food and Agriculture,10658,3,0.0,3552.6666666666665,0.0,9.274159884689137,0,0,0
SWE20039,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,3162,150000.0,47.43833017077799,1.0,11.918397239722838,0,0,0
SWE20040,Butte,1,1,California Department of Food and Agriculture,41403,3990,0.0,10.376691729323309,0.0,10.63113277350364,0,0,0
SWE20041,Butte,1,1,California Department of Food and Agriculture,25564,98,0.0,260.85714285714283,0.0,10.148979507514099,0,0,0
SWE20042,Yolo-Solano,1,1,California Department of Food and Agriculture,150000,1059,0.0,141.643059490085,0.0,11.918397239722838,0,0,0
SWE20043,Butte,1,1,California Department of Food and Agriculture,30824,36,0.0,856.2222222222222,0.0,10.336081328032545,0,0,0
SWE20044,Yolo-Solano,1,1,California Department of Food and Agriculture,112670,73,0.0,1543.4246575342465,0.0,11.632227346595881,0,0,0
SWE20045,San Luis Obispo,1,1,California Department of Food and Agriculture,150000,941,0.0,159.4048884165781,0.0,11.918397239722838,0,0,0
SWE20046,Ventura,1,1,California Department of Food and Agriculture,103804,37,0.0,2805.5135135135133,0.0,11.55026941811065,0,0,1
SWE20047,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,145424,221,145424.0,658.027149321267,1.0,11.887415768778963,0,0,0
SWE20048,Butte,1,1,California Department of Food and Agriculture,10658,1,0.0,10658.0,0.0,9.274159884689137,0,0,0
SWE20049,San Luis Obispo,1,1,California Department of Food and Agriculture,33920,109,0.0,311.1926605504587,0.0,10.431789570603355,0,0,0
SWE20050,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,96473,48,96473.0,2009.8541666666667,1.0,11.477028820972466,0,0,0
SWE20051,Glenn,1,1,California Department of Food and Agriculture,15721,13,0.0,1209.3076923076924,0.0,9.662816284353703,0,0,0
SWE20052,Santa Barbara,1,1,California Department of Food and Agriculture,150000,103,0.0,1456.3106796116506,0.0,11.918397239722838,0,0,0
SWE20053,Butte,1,1,California Department of Food and Agriculture,49000,32,0.0,1531.25,0.0,10.799595985047786,0,0,0
SWE20054,Butte,1,1,California Department of Food and Agriculture,15721,10,0.0,1572.1,0.0,9.662816284353703,0,0,0
SWE20056,Butte,1,1,California Department of Food and Agriculture,78647,94,0.0,836.6702127659574,0.0,11.27273747904676,0,0,0
SWE20057,Butte,1,1,California Department of Food and Agriculture,148868,111,0.0,1341.1531531531532,0.0,11.91082200357844,0,0,0
SWE20058,Monterey Bay Unified,1,1,California Department of Food and Agriculture,149934,1286,149934.0,116.58942457231726,1.0,11.917957145829039,0,0,0
SWE20059,Butte,1,1,California Department of Food and Agriculture,23470,48,0.0,488.9583333333333,0.0,10.063520895521542,0,0,0
SWE20060,San Luis Obispo,1,1,California Department of Food and Agriculture,150000,14,0.0,10714.285714285714,0.0,11.918397239722838,0,0,0
SWE20061,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,62,50000.0,806.4516129032259,1.0,10.819798284210286,0,0,0
SWE20062,San Luis Obispo,1,1,California Department of Food and Agriculture,3246,33,0.0,98.36363636363636,0.0,8.085486772102845,0,0,0
SWE20063,San Luis Obispo,1,1,California Department of Food and Agriculture,6350,100,0.0,63.5,0.0,8.756367559802975,0,0,0
SWE20065,Yolo-Solano,1,1,California Department of Food and Agriculture,65950,168,0.0,392.5595238095238,0.0,11.096667321032777,0,0,0
SWE20066,Monterey Bay Unified,1,1,California Department of Food and Agriculture,90000,2059,0.0,43.71053909664886,0.0,11.407576060361786,0,0,0
SWE20067,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,26510,15,26510.0,1767.3333333333333,1.0,10.185315020186113,0,0,0
SWE20068,San Luis Obispo,1,1,California Department of Food and Agriculture,12575,166,0.0,75.75301204819277,0.0,9.439545514668987,0,0,0
SWE20069,Monterey Bay Unified,1,1,California Department of Food and Agriculture,150000,84,0.0,1785.7142857142858,0.0,11.918397239722838,0,0,0
SWE20070,San Luis Obispo,1,1,California Department of Food and Agriculture,150000,13,0.0,11538.461538461539,0.0,11.918397239722838,0,0,0
SWE20071,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,122885,219,122885.0,561.1187214611872,1.0,11.719012375314446,0,0,0
SWE20072,Monterey Bay Unified,1,1,California Department of Food and Agriculture,150000,213204,0.0,0.7035515281139191,0.0,11.918397239722838,0,0,0
SWE20073,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,70,150000.0,2142.8571428571427,1.0,11.918397239722838,0,0,0
SWE20074,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,52053,17841,52053.0,2.917605515385909,1.0,10.860036920273846,0,0,0
SWE30001,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50223,9,50223.0,5580.333333333333,1.0,10.824248279081734,0,0,0
SWE30002,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,567,150000.0,264.55026455026456,1.0,11.918397239722838,0,0,0
SWE30003,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,3763,150000.0,39.86181238373638,1.0,11.918397239722838,0,0,0
SWE30004,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,103627,310,103627.0,334.2806451612903,1.0,11.54856284256136,0,0,0
SWE30005,Feather River,1,1,California Department of Food and Agriculture,134906,792,0.0,170.33585858585857,0.0,11.812340931138696,0,0,0
SWE30006,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,418,0.0,358.85167464114835,0.0,11.918397239722838,0,0,0
SWE30007,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,1321,150000.0,113.55034065102195,1.0,11.918397239722838,0,0,0
SWE30008,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,782,0.0,191.8158567774936,0.0,11.918397239722838,0,0,0
SWE30009,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50366,75,50366.0,671.5466666666666,1.0,10.827091477704508,0,0,0
SWE30010,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,94513,103,0.0,917.6019417475728,0.0,11.456503250657128,0,0,0
SWE30011,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,420,0.0,357.14285714285717,0.0,11.918397239722838,0,0,0
SWE30012,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,326,150000.0,460.1226993865031,1.0,11.918397239722838,0,0,0
SWE30013,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,22,150000.0,6818.181818181818,1.0,11.918397239722838,0,0,0
SWE30014,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,211,150000.0,710.9004739336493,1.0,11.918397239722838,0,0,0
SWE30015,Monterey Bay Unified,1,1,California Department of Food and Agriculture,149576,1214,0.0,123.20922570016475,0.0,11.915566589387291,0,0,0
SWE30016,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,65288,22,0.0,2967.6363636363635,0.0,11.086578847782176,0,0,0
SWE30017,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,135,150000.0,1111.111111111111,1.0,11.918397239722838,0,0,0
SWE30018,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,45674,8,0.0,5709.25,0.0,10.729306381246207,0,0,0
SWE30019,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,10,150000.0,15000.0,1.0,11.918397239722838,0,0,0
SWE30020,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,355,150000.0,422.53521126760563,1.0,11.918397239722838,0,0,0
SWE30021,Santa Barbara,1,1,California Department of Food and Agriculture,150000,2181,150000.0,68.7757909215956,1.0,11.918397239722838,0,0,0
SWE30022,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,140140,317,140140.0,442.0820189274448,1.0,11.850404337620487,0,0,0
SWE30023,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,124526,711,124526.0,175.1420534458509,1.0,11.732277838844428,0,0,0
SWE30024,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,96836,261,96836.0,371.0191570881226,1.0,11.480784431637813,0,0,0
SWE30025,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,640,0.0,234.375,0.0,11.918397239722838,0,0,0
SWE30026,Feather River,1,1,California Department of Food and Agriculture,150000,8,0.0,18750.0,0.0,11.918397239722838,0,0,0
SWE30027,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,69195,90,0.0,768.8333333333334,0.0,11.144698336466869,0,0,0
SWE30028,Yolo-Solano,1,1,California Department of Food and Agriculture,10923,36,0.0,303.4166666666667,0.0,9.298717482593595,0,0,0
SWE30029,San Luis Obispo,1,1,California Department of Food and Agriculture,150000,173,0.0,867.0520231213873,0.0,11.918397239722838,0,0,0
SWE30030,Kern,1,1,California Department of Food and Agriculture,24548,907,0.0,27.065049614112457,0.0,10.10842639919549,0,0,0
SWE30031,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,751,0.0,199.73368841544607,0.0,11.918397239722838,0,0,0
SWE30032,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,125541,307,125541.0,408.928338762215,1.0,11.740395642921937,0,0,0
SWE30033,Butte,1,1,California Department of Food and Agriculture,93664,76,0.0,1232.421052631579,0.0,11.44747986589516,0,0,0
SWE30034,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,260,150000.0,576.9230769230769,1.0,11.918397239722838,0,0,0
SWE30035,Butte,1,1,California Department of Food and Agriculture,11430,4,0.0,2857.5,0.0,9.344084242025778,0,0,0
SWE30036,San Luis Obispo,1,1,California Department of Food and Agriculture,149904,167,0.0,897.6287425149701,0.0,11.917757039104785,0,0,0
SWE30038,Butte,1,1,California Department of Food and Agriculture,10170,24,0.0,423.75,0.0,9.227295812625597,0,0,0
SWE30039,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,60378,115,0.0,525.0260869565218,0.0,11.00839664134826,0,0,0
SWE30040,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,56,150000.0,2678.5714285714284,1.0,11.918397239722838,0,0,0
SWE30041,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,150000,163,150000.0,920.2453987730062,1.0,11.918397239722838,0,0,0
SWE30042,Yolo-Solano,1,1,California Department of Food and Agriculture,15170,12,0.0,1264.1666666666667,0.0,9.627140989748092,0,0,0
SWE30043,Butte,1,1,California Department of Food and Agriculture,10760,8,0.0,1345.0,0.0,9.283683766200392,0,0,0
